Mega Pidgeot,018Pidgeot-Mega.png,83,80,80,135,80,121,2.2,50.5,45,261,50,70,Normal,Flying,1,1,Medium Slow,Flying,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Rattata,019Rattata.png,30,56,35,25,35,72,0.3,3.5,255,51,50,70,Normal,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Alolan Rattata,019Rattata-Alola.png,30,56,35,25,35,72,0.3,3.8,255,51,50,70,Dark,Normal,1,3,Medium Fast,Field,,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
Raticate,020Raticate.png,55,81,60,50,70,97,0.7,18.5,127,145,50,70,Normal,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Alolan Raticate,020Raticate-Alola.png,75,71,70,40,80,77,0.7,25.5,127,145,50,70,Dark,Normal,1,3,Medium Fast,Field,,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2
Spearow,021Spearow.png,40,60,30,31,31,70,0.3,2,255,52,50,70,Normal,Flying,1,2,Medium Fast,Flying,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Fearow,022Fearow.png,65,90,65,61,61,100,1.2,38,90,155,50,70,Normal,Flying,1,2,Medium Fast,Flying,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Ekans,023Ekans.png,35,60,44,40,54,55,2,6.9,255,58,50,70,Poison,,1,3,Medium Fast,Dragon,Field,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Arbok,024Arbok.png,60,95,69,65,79,80,3.5,65,90,157,50,70,Poison,,1,3,Medium Fast,Dragon,Field,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Pikachu,025Pikachu.png,35,55,40,50,50,90,0.4,6,190,112,50,70,Electric,,1,2,Medium Fast,Fairy,Field,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Partner Pikachu,025Pikachu_LG.png,45,80,50,75,60,120,0.4,6,190,112,50,70,Electric,,1,1,Medium Fast,,,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Raichu,026Raichu.png,60,90,55,90,80,110,0.8,30,75,218,50,70,Electric,,1,2,Medium Fast,Fairy,Field,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Alolan Raichu,026Raichu-Alola.png,60,85,50,95,85,110,0.7,21,75,218,50,70,Electric,Psychic,1,1,Medium Fast,Fairy,Field,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Sandshrew,027Sandshrew.png,50,75,85,20,30,40,0.6,12,255,60,50,70,Ground,,1,2,Medium Fast,Field,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Alolan Sandshrew,027Sandshrew-Alola.png,50,75,90,10,35,40,0.7,40,255,60,50,70,Ice,Steel,1,2,Medium Fast,Field,,0.5,4,1,1,0.5,0.25,4,0,2,0.5,0.5,0.5,1,1,0.5,1,1,0.5
Sandslash,028Sandslash.png,75,100,110,45,55,65,1,29.5,90,158,50,70,Ground,,1,2,Medium Fast,Field,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Alolan Sandslash,028Sandslash-Alola.png,75,100,120,25,65,65,1.2,55,90,158,50,70,Ice,Steel,1,2,Medium Fast,Field,,0.5,4,1,1,0.5,0.25,4,0,2,0.5,0.5,0.5,1,1,0.5,1,1,0.5
Nidoran,029Nidoran.png,55,47,52,40,40,41,0.4,7,235,55,0,70,Poison,,1,3,Medium Slow,Field,Monster,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Nidorina,030Nidorina.png,70,62,67,55,55,56,0.8,20,120,128,0,70,Poison,,1,3,Medium Slow,Undiscovered,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Nidoqueen,031Nidoqueen.png,90,92,87,75,85,76,1.3,60,45,227,0,70,Poison,Ground,1,3,Medium Slow,Undiscovered,,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5
Nidoran,032Nidoran.png,46,57,40,40,40,50,0.5,9,235,55,100,70,Poison,,1,3,Medium Slow,Field,Monster,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Nidorino,033Nidorino.png,61,72,57,55,55,65,0.9,19.5,120,128,100,70,Poison,,1,3,Medium Slow,Field,Monster,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Nidoking,034Nidoking.png,81,102,77,85,75,85,1.4,62,45,227,100,70,Poison,Ground,1,3,Medium Slow,Field,Monster,1,1,2,0,1,2,0.5,0.25,2,1,2,0.5,0.5,1,1,1,1,0.5
Clefairy,035Clefairy.png,70,45,48,60,65,35,0.6,7.5,150,113,25,140,Fairy,,1,3,Fast,Fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Clefable,036Clefable.png,95,70,73,95,90,60,1.3,40,25,217,25,140,Fairy,,1,3,Fast,Fairy,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Vulpix,037Vulpix.png,38,41,40,50,65,65,0.6,9.9,190,60,25,70,Fire,,1,2,Medium Fast,Field,,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Alolan Vulpix,037Vulpix-Alola.png,38,41,40,50,65,65,0.6,9.9,190,60,25,70,Ice,,1,2,Medium Fast,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Ninetales,038Ninetales.png,73,76,75,81,100,100,1.1,19.9,75,177,25,70,Fire,,1,2,Medium Fast,Field,,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Alolan Ninetales,038Ninetales-Alola.png,73,67,75,81,100,109,1.1,19.9,75,177,25,70,Ice,Fairy,1,2,Medium Fast,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Jigglypuff,039Jigglypuff.png,115,45,20,45,25,20,0.5,5.5,170,95,25,70,Normal,Fairy,1,3,Fast,Fairy,,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
Wigglytuff,040Wigglytuff.png,140,70,45,85,50,45,1,12,50,196,25,70,Normal,Fairy,1,3,Fast,Fairy,,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
Zubat,041Zubat.png,40,45,35,30,40,55,0.8,7.5,255,49,50,70,Poison,Flying,1,2,Medium Fast,Flying,,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
Golbat,042Golbat.png,75,80,70,65,75,90,1.6,55,90,159,50,70,Poison,Flying,1,2,Medium Fast,Flying,,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
Oddish,043Oddish.png,45,50,55,75,65,30,0.5,5.4,255,64,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Gloom,044Gloom.png,60,65,70,85,75,40,0.8,8.6,120,138,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Vileplume,045Vileplume.png,75,80,85,110,90,50,1.2,18.6,45,221,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Paras,046Paras.png,35,70,55,45,55,25,0.3,5.4,190,57,50,70,Bug,Grass,1,3,Medium Fast,Bug,Grass,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Parasect,047Parasect.png,60,95,80,60,80,30,1,29.5,75,142,50,70,Bug,Grass,1,3,Medium Fast,Bug,Grass,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Venonat,048Venonat.png,60,55,50,40,55,45,1,30,190,61,50,70,Bug,Poison,1,3,Medium Fast,Bug,,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Venomoth,049Venomoth.png,70,65,60,90,75,90,1.5,12.5,75,158,50,70,Bug,Poison,1,3,Medium Fast,Bug,,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Diglett,050Diglett.png,10,55,25,35,45,95,0.2,0.8,255,53,50,70,Ground,,1,3,Medium Fast,Field,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Alolan Diglett,050Diglett-Alola.png,10,55,30,35,45,90,0.2,1,255,53,50,70,Ground,Steel,1,3,Medium Fast,Field,,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Dugtrio,051Dugtrio.png,35,100,50,50,70,120,0.7,33.3,50,149,50,70,Ground,,1,3,Medium Fast,Field,,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Alolan Dugtrio,051Dugtrio-Alola.png,35,100,60,50,70,110,0.7,66.6,50,149,50,70,Ground,Steel,1,3,Medium Fast,Field,,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Meowth,052Meowth.png,40,45,35,40,40,90,0.4,4.2,255,58,50,70,Normal,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Alolan Meowth,052Meowth-Alola.png,40,35,35,50,40,90,0.4,4.2,255,58,50,70,Dark,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Galarian Meowth,052Meowth-Galar.png,50,65,55,40,40,40,0.4,7.5,,,,,Steel,,1,3,Medium Fast,Field,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Persian,053Persian.png,65,70,60,65,65,115,1,32,90,154,50,70,Normal,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Alolan Persian,053Persian-Alola.png,65,60,60,75,65,115,1.1,33,90,154,50,70,Dark,,1,3,Medium Fast,Field,,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Psyduck,054Psyduck.png,50,52,48,65,50,55,0.8,19.6,190,64,50,70,Water,,1,3,Medium Fast,Field,Water 1,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Golduck,055Golduck.png,80,82,78,95,80,85,1.7,76.6,75,175,50,70,Water,,1,3,Medium Fast,Field,Water 1,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Mankey,056Mankey.png,40,80,35,35,45,70,0.5,28,190,61,50,70,Fighting,,1,3,Medium Fast,Field,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Primeape,057Primeape.png,65,105,60,60,70,95,1,32,75,159,50,70,Fighting,,1,3,Medium Fast,Field,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Growlithe,058Growlithe.png,55,70,45,70,50,60,0.7,19,190,70,75,70,Fire,,1,3,Slow,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Arcanine,059Arcanine.png,90,110,80,100,80,95,1.9,155,75,194,75,70,Fire,,1,3,Slow,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Poliwag,060Poliwag.png,40,50,40,40,40,90,0.6,12.4,255,60,50,70,Water,,1,3,Medium Slow,Water 1,,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Poliwhirl,061Poliwhirl.png,65,65,65,50,50,90,1,20,120,135,50,70,Water,,1,3,Medium Slow,Water 1,,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Poliwrath,062Poliwrath.png,90,95,95,70,90,70,1.3,54,45,230,50,70,Water,Fighting,1,3,Medium Slow,Water 1,,1,0.5,0,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2
Abra,063Abra.png,25,20,15,105,55,90,0.9,19.5,200,62,75,70,Psychic,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Kadabra,064Kadabra.png,40,35,30,120,70,105,1.3,56.5,100,140,75,70,Psychic,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Alakazam,065Alakazam.png,55,50,45,135,95,120,1.5,48,50,225,75,70,Psychic,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Mega Alakazam,065Alakazam-Mega.png,55,50,65,175,105,150,1.2,48,50,270,75,70,Psychic,,1,1,Medium Slow,Human-Like,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Machop,066Machop.png,70,80,50,35,35,35,0.8,19.5,180,61,75,70,Fighting,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Machoke,067Machoke.png,80,100,70,50,60,45,1.5,70.5,90,142,75,70,Fighting,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Machamp,068Machamp.png,90,130,80,65,85,55,1.6,130,45,227,75,70,Fighting,,1,3,Medium Slow,Human-Like,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Bellsprout,069Bellsprout.png,50,75,35,70,30,40,0.7,4,255,60,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Weepinbell,070Weepinbell.png,65,90,50,85,45,55,1,6.4,120,137,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Victreebel,071Victreebel.png,80,105,65,100,70,70,1.7,15.5,45,221,50,70,Grass,Poison,1,2,Medium Slow,Grass,,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Tentacool,072Tentacool.png,40,40,35,50,100,70,0.9,45.5,190,67,50,70,Water,Poison,1,3,Slow,Water 3,,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Tentacruel,073Tentacruel.png,80,70,65,80,120,100,1.6,55,60,180,50,70,Water,Poison,1,3,Slow,Water 3,,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
Geodude,074Geodude.png,40,80,100,30,30,20,0.4,20,255,60,50,70,Rock,Ground,1,3,Medium Slow,Mineral,,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Alolan Geodude,074Geodude-Alola.png,40,80,100,30,30,20,0.4,20.3,255,60,50,70,Rock,Electric,1,3,Medium Slow,Mineral,,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Graveler,075Graveler.png,55,95,115,45,45,35,1,105,120,137,50,70,Rock,Ground,1,3,Medium Slow,Mineral,,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Alolan Graveler,075Graveler-Alola.png,55,95,115,45,45,35,1,110,120,137,50,70,Rock,Electric,1,3,Medium Slow,Mineral,,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Golem,076Golem.png,80,120,130,55,65,45,1.4,300,45,223,50,70,Rock,Ground,1,3,Medium Slow,Mineral,,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Alolan Golem,076Golem-Alola.png,80,120,130,55,65,45,1.7,316,45,223,50,70,Rock,Electric,1,3,Medium Slow,Mineral,,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
Ponyta,077Ponyta.png,50,85,55,65,65,90,1,30,190,82,50,70,Fire,,1,3,Medium Fast,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Galarian Ponyta,077Ponyta-Galar.png,50,85,55,65,65,90,0.8,24,,,,,Psychic,,1,3,Medium Fast,Field,,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Rapidash,078Rapidash.png,65,100,70,80,80,105,1.7,95,60,175,50,70,Fire,,1,3,Medium Fast,Field,,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Galarian Rapidash,078Rapidash-Galar.png,65,100,70,80,80,105,1.7,80,,,,,Psychic,Fairy,1,3,Medium Fast,Field,,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Slowpoke,079Slowpoke.png,90,65,65,40,40,15,1.2,36,190,63,50,70,Water,Psychic,1,3,Medium Fast,Monster,Water 1,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Slowbro,080Slowbro.png,95,75,110,100,80,30,1.6,78.5,75,172,50,70,Water,Psychic,1,3,Medium Fast,Monster,Water 1,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Mega Slowbro,080Slowbro-Mega.png,95,75,180,130,80,30,2,120,75,207,50,70,Water,Psychic,1,1,Medium Fast,Monster,Water 1,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
Magnemite,081Magnemite.png,25,35,70,95,55,45,0.3,6,190,65,,70,Electric,Steel,1,3,Medium Fast,Mineral,,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Magneton,082Magneton.png,50,60,95,120,70,70,1,60,60,163,,70,Electric,Steel,1,3,Medium Fast,Mineral,,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Farfetchd,083Farfetchd.png,52,90,55,58,62,60,0.8,15,45,132,50,70,Normal,Flying,1,3,Medium Fast,Field,Flying,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Galarian Farfetchd,083Farfetchd-Galar.png,52,95,55,58,62,55,0.8,42,,,,,Fighting,,1,2,Medium Fast,Field,Flying,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Doduo,084Doduo.png,35,85,45,35,35,75,1.4,39.2,190,62,50,70,Normal,Flying,1,3,Medium Fast,Flying,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Dodrio,085Dodrio.png,60,110,70,60,60,110,1.8,85.2,45,165,50,70,Normal,Flying,1,3,Medium Fast,Flying,,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Seel,086Seel.png,65,45,55,45,70,45,1.1,90,190,65,50,70,Water,,1,3,Medium Fast,Field,Water 1,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1
Dewgong,087Dewgong.png,90,70,80,70,95,70,1.7,120,75,166,50,70,Water,Ice,1,3,Medium Fast,Field,Water 1,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
Grimer,088Grimer.png,80,80,50,40,50,25,0.9,30,190,65,50,70,Poison,,1,3,Medium Fast,Amorphous,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Alolan Grimer,088Grimer-Alola.png,80,80,50,40,50,25,0.7,42,190,65,50,70,Poison,Dark,1,3,Medium Fast,Amorphous,,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Muk,089Muk.png,105,105,75,65,100,50,1.2,30,75,175,50,70,Poison,,1,3,Medium Fast,Amorphous,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Alolan Muk,089Muk-Alola.png,105,105,75,65,100,50,1,52,75,175,50,70,Poison,Dark,1,3,Medium Fast,Amorphous,,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
Shellder,090Shellder.png,30,65,100,45,25,40,0.3,4,190,61,50,70,Water,,1,3,Slow,Water 3,,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Cloyster,091Cloyster.png,50,95,180,85,45,70,1.5,132.5,60,184,50,70,Water,Ice,1,3,Slow,Water 3,,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
Gastly,092Gastly.png,30,35,30,100,35,80,1.3,0.1,190,62,50,70,Ghost,Poison,1,1,Medium Slow,Amorphous,,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
Haunter,093Haunter.png,45,50,45,115,55,95,1.6,0.1,90,142,50,70,Ghost,Poison,1,1,Medium Slow,Amorphous,,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
Gengar,094Gengar.png,60,65,60,130,75,110,1.5,40.5,45,225,50,70,Ghost,Poison,1,1,Medium Slow,Amorphous,,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Mega Gengar,094Gengar-Mega.png,60,65,80,170,95,130,1.4,40.5,45,270,50,70,Ghost,Poison,1,1,Medium Slow,Amorphous,,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
Onix,095Onix.png,35,45,160,30,45,70,8.8,210,45,77,50,70,Rock,Ground,1,3,Medium Fast,Mineral,,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Drowzee,096Drowzee.png,60,48,45,43,90,42,1,32.4,190,66,50,70,Psychic,,1,3,Medium Fast,Human-Like,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
